,screen_name,username,user_id,tweet_id,tweet_url,timestamp,timestamp_epochs,text,text_html,links,hashtags,has_media,img_urls,video_url,likes,retweets,replies,is_replied,is_reply_to,parent_tweet_id,reply_to_users
0,nytimes,The New York Times,807095,1215181451190251520,/nytimes/status/1215181451190251520,2020-01-09 08:00:09,1578556809,"There’s no evidence that the virus, a coronavirus, is readily spread by humans, and it has not been tied to any deaths. But health officials in China and internationally are watching it carefully. 
https://nyti.ms/39QI0Bl ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">There’s no evidence that the virus, a <strong>coronavirus</strong>, is readily spread by humans, and it has not been tied to any deaths. But health officials in China and internationally are watching it carefully. 
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://nyti.ms/39QI0Bl"" dir=""ltr"" href=""https://t.co/7PPJvjyCox"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/39QI0Bl""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/39QI0Bl</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/39QI0Bl'],[],False,[],,196,77,18,True,False,,[]
1,nytimes,The New York Times,807095,1218075500846944258,/nytimes/status/1218075500846944258,2020-01-17 07:40:04,1579246804,Health officials in Thailand said they had found a second case of the mysterious pneumonialike coronavirus that has left two people dead and at least 40 sick in China https://nyti.ms/361QSkg ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Health officials in Thailand said they had found a second case of the mysterious pneumonialike <strong>coronavirus</strong> that has left two people dead and at least 40 sick in China <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://nyti.ms/361QSkg"" dir=""ltr"" href=""https://t.co/E3dMevFnJH"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/361QSkg""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/361QSkg</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/361QSkg'],[],False,[],,203,156,24,True,False,,[]
2,nytimes,The New York Times,807095,1217698014644572162,/nytimes/status/1217698014644572162,2020-01-16 06:40:05,1579156805,"Japan reported its first case of a new coronavirus that has sickened 41 people in China, adding to concerns about the spread of the virus outside Chinese borders ahead of a major holiday https://nyti.ms/2FQmRtc ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Japan reported its first case of a new <strong>coronavirus</strong> that has sickened 41 people in China, adding to concerns about the spread of the virus outside Chinese borders ahead of a major holiday <a class=""twitter-timeline-link"" data-expanded-url=""https://nyti.ms/2FQmRtc"" dir=""ltr"" href=""https://t.co/wVDDY6OqiB"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/2FQmRtc""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/2FQmRtc</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/2FQmRtc'],[],False,[],,252,197,27,True,False,,[]
3,nytimes,The New York Times,807095,1220068071005655042,/nytimes/status/1220068071005655042,2020-01-22 19:37:50,1579721870,"Breaking News: China said it will shut down transportation from Wuhan, a city of 11 million people and the epicenter of a deadly coronavirus that has spread halfway around the world https://nyti.ms/2vcdHoN ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Breaking News: China said it will shut down transportation from Wuhan, a city of 11 million people and the epicenter of a deadly <strong>coronavirus</strong> that has spread halfway around the world <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://nyti.ms/2vcdHoN"" dir=""ltr"" href=""https://t.co/UMysBumNny"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/2vcdHoN""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/2vcdHoN</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/2vcdHoN'],[],False,[],,655,549,47,True,False,,[]
4,nytimes,The New York Times,807095,1220059835644944384,/nytimes/status/1220059835644944384,2020-01-22 19:05:07,1579719907,"The Chinese government, facing the spread of a coronavirus, which has killed 17 people and infected more than 540, has responded by suppressing information about the virus, censoring critics and detaining people for spreading what it calls “rumors” https://nyti.ms/2RfTfvU ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The Chinese government, facing the spread of a <strong>coronavirus</strong>, which has killed 17 people and infected more than 540, has responded by suppressing information about the virus, censoring critics and detaining people for spreading what it calls “rumors” <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://nyti.ms/2RfTfvU"" dir=""ltr"" href=""https://t.co/H29Qz3pJGQ"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/2RfTfvU""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/2RfTfvU</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/2RfTfvU'],[],False,[],,922,801,94,True,False,,[]
5,nytimes,The New York Times,807095,1219999367417016320,/nytimes/status/1219999367417016320,2020-01-22 15:04:50,1579705490,"Breaking News: The death toll rose to 17 in the coronavirus outbreak in China, with more than 400 people infected, forcing officials to impose travel restrictions https://nyti.ms/2txsY3h ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Breaking News: The death toll rose to 17 in the <strong>coronavirus</strong> outbreak in China, with more than 400 people infected, forcing officials to impose travel restrictions <a class=""twitter-timeline-link"" data-expanded-url=""https://nyti.ms/2txsY3h"" dir=""ltr"" href=""https://t.co/dOJnXfYl9G"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/2txsY3h""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/2txsY3h</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/2txsY3h'],[],False,[],,345,295,43,True,False,,[]
6,nytimes,The New York Times,807095,1219973003271921664,/nytimes/status/1219973003271921664,2020-01-22 13:20:04,1579699204,"Every year, Chinese travelers embark on the world’s biggest annual human migration for the Lunar New Year, a weeklong holiday. The huge tide of travel could worsen the spread of the coronavirus, a top Chinese health official warned. https://nyti.ms/3aHlMSS ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Every year, Chinese travelers embark on the world’s biggest annual human migration for the Lunar New Year, a weeklong holiday. The huge tide of travel could worsen the spread of the <strong>coronavirus</strong>, a top Chinese health official warned. <a class=""twitter-timeline-link"" data-expanded-url=""https://nyti.ms/3aHlMSS"" dir=""ltr"" href=""https://t.co/dPhUAoxbHS"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/3aHlMSS""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/3aHlMSS</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/3aHlMSS'],[],False,[],,138,95,15,True,False,,[]
7,nytimes,The New York Times,807095,1219942814722809856,/nytimes/status/1219942814722809856,2020-01-22 11:20:07,1579692007,"Epidemics of diseases similar to the coronavirus, like SARS, killed hundreds. Now the World Health Organization must decide whether to declare another global health emergency. https://nyti.ms/2RG6S6v ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Epidemics of diseases similar to the <strong>coronavirus</strong>, like SARS, killed hundreds. Now the World Health Organization must decide whether to declare another global health emergency. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://nyti.ms/2RG6S6v"" dir=""ltr"" href=""https://t.co/0bVhRqHPTx"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/2RG6S6v""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/2RG6S6v</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/2RG6S6v'],[],False,[],,201,142,17,True,False,,[]
8,nytimes,The New York Times,807095,1219912612181348353,/nytimes/status/1219912612181348353,2020-01-22 09:20:06,1579684806,"Maps: The Wuhan coronavirus, a mysterious respiratory infection, has sickened about 300 people in Asia and one person in the United States, according to official counts. We’ve tracked where it has spread. https://nyti.ms/2GoNshv ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Maps: The Wuhan <strong>coronavirus</strong>, a mysterious respiratory infection, has sickened about 300 people in Asia and one person in the United States, according to official counts. We’ve tracked where it has spread. <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://nyti.ms/2GoNshv"" dir=""ltr"" href=""https://t.co/22iAw9sV5H"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/2GoNshv""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/2GoNshv</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/2GoNshv'],[],False,[],,235,196,15,True,False,,[]
9,nytimes,The New York Times,807095,1219905053596798976,/nytimes/status/1219905053596798976,2020-01-22 08:50:04,1579683004,"A little-understood coronavirus could mutate and spread further across China as hundreds of millions of people travel over the Lunar New Year holiday, one of the nation’s top health officials warned https://nyti.ms/36jmcLA ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A little-understood <strong>coronavirus</strong> could mutate and spread further across China as hundreds of millions of people travel over the Lunar New Year holiday, one of the nation’s top health officials warned <a class=""twitter-timeline-link"" data-expanded-url=""https://nyti.ms/36jmcLA"" dir=""ltr"" href=""https://t.co/MNLEEncD4P"" rel=""nofollow noopener"" target=""_blank"" title=""https://nyti.ms/36jmcLA""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">nyti.ms/36jmcLA</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",['https://nyti.ms/36jmcLA'],[],False,[],,139,73,32,True,False,,[]
